lot_id,source_lot_id,notice_id,procedure_id,lot_title,lot_description,lot_status,estimated_value,currency_code,category_id,source_id,source_file_id,source_record_id,collected_at
lot_00255,LOT-0001,not_0110,pro_0004,Pakiet 155 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0110,lot:LOT-0001,2026-08-19
lot_00256,LOT-0000,not_0111,pro_0102,242105/VRA/DCAMG/ AO ACBDC - Entretien des VMC,"Prestations de nettoyage des conduits, de vérification du fonctionnement et de remplacement de pièces défectueuses sur les Ventilations Mécanisées Contrôlées simple flux, dans les bâtiments de la Ville de Valence et de Valence Romans Agglo",selec-w,,,cat_0099,src_ted_opendata,file_ted_0111,lot:LOT-0000,2026-08-19
lot_00257,LOT-0000,not_0112,pro_0103,Default lot,"Materiale sanitare, conform caietului de sarcini. Valoarea maxima a unui contract subsecvent = 1000000 lei; Valoarea minima a unui contract subsecvent =100000 lei; Cantitatile minime si maxime si contracte subsevente sunt prezentate in anexele caietului de sarcini. Numar zile pana la care se pot solicita clarificari inainte de data limita de depunere a ofertelor : 10. Autoritatea contractanta va raspunde la solicitarile de clarificari in a 5 a zi inainte de data limita de depunere a ofertelor. Valoarea estimata, fara TVA; intre 1000000 lei si 5387811lei",selec-w,,,cat_0100,src_ted_opendata,file_ted_0112,lot:LOT-0000,2026-08-19
lot_00258,LOT-0001,not_0113,pro_0004,Pakiet 160 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0113,lot:LOT-0001,2026-08-19
lot_00259,LOT-0001,not_0114,pro_0104,Postępowanie o udzielenie zamówienia publicznego w trybie przetargu nieograniczonego na zakup i dostawę zestawu narzędzi chirurgicznych,Narzędzia chirurgiczne I,selec-w,,,cat_0101,src_ted_opendata,file_ted_0114,lot:LOT-0001,2026-08-19
lot_00260,LOT-0002,not_0114,pro_0104,Postępowanie o udzielenie zamówienia publicznego w trybie przetargu nieograniczonego na zakup i dostawę zestawu narzędzi chirurgicznych,Narzędzia chirurgiczne II,selec-w,,,cat_0101,src_ted_opendata,file_ted_0114,lot:LOT-0002,2026-08-19
lot_00261,LOT-0003,not_0114,pro_0104,Postępowanie o udzielenie zamówienia publicznego w trybie przetargu nieograniczonego na zakup i dostawę zestawu narzędzi chirurgicznych,Narzędzia ortopedyczne/artroskopowe,selec-w,,,cat_0101,src_ted_opendata,file_ted_0114,lot:LOT-0003,2026-08-19
lot_00262,LOT-0004,not_0114,pro_0104,Postępowanie o udzielenie zamówienia publicznego w trybie przetargu nieograniczonego na zakup i dostawę zestawu narzędzi chirurgicznych,Narzędzia ortopedyczne /artroskopowe do małych stawów,selec-w,,,cat_0101,src_ted_opendata,file_ted_0114,lot:LOT-0004,2026-08-19
lot_00263,LOT-0005,not_0114,pro_0104,Postępowanie o udzielenie zamówienia publicznego w trybie przetargu nieograniczonego na zakup i dostawę zestawu narzędzi chirurgicznych,Zestaw do mikrochirurgii,selec-w,,,cat_0101,src_ted_opendata,file_ted_0114,lot:LOT-0005,2026-08-19
lot_00264,LOT-0008,not_0115,pro_0105,Część nr 8 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0008,2026-08-19
lot_00265,LOT-0030,not_0115,pro_0105,Część nr 30 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0030,2026-08-19
lot_00266,LOT-0052,not_0115,pro_0105,Część nr 52 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0052,2026-08-19
lot_00267,LOT-0053,not_0115,pro_0105,Część nr 53 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0053,2026-08-19
lot_00268,LOT-0057,not_0115,pro_0105,Część nr 57 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0057,2026-08-19
lot_00269,LOT-0068,not_0115,pro_0105,Część nr 68 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0068,2026-08-19
lot_00270,LOT-0069,not_0115,pro_0105,Część nr 69 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0069,2026-08-19
lot_00271,LOT-0074,not_0115,pro_0105,Część nr 74 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0074,2026-08-19
lot_00272,LOT-0081,not_0115,pro_0105,Część nr 81 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0081,2026-08-19
lot_00273,LOT-0088,not_0115,pro_0105,Część nr 88 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0088,2026-08-19
lot_00274,LOT-0089,not_0115,pro_0105,Część nr 89 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0089,2026-08-19
lot_00275,LOT-0101,not_0115,pro_0105,Część nr 101 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0101,2026-08-19
lot_00276,LOT-0132,not_0115,pro_0105,Część nr 132 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0132,2026-08-19
lot_00277,LOT-0138,not_0115,pro_0105,Część nr 138 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0115,lot:LOT-0138,2026-08-19
lot_00278,LOT-0001,not_0116,pro_0106,Konkurs ofert na zawarcie umowy o udzielenie zamówienia na świadczenia zdrowotne na potrzeby Szpitala Wielospecjalistycznego im. L. Błażka w Inowrocławiu,Przedmiotem konkursu ofert jest wybór wykonawcy -Przyjmującego Zamówienia na świadczenia zdrowotne na potrzeby Szpitala Wielospecjalistycznego im. L. Błażka w Inowrocławiu,selec-w,,,cat_0102,src_ted_opendata,file_ted_0116,lot:LOT-0001,2026-08-19
lot_00279,LOT-0062,not_0117,pro_0105,Część nr 62 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0062,2026-08-19
lot_00280,LOT-0080,not_0117,pro_0105,Część nr 80 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0080,2026-08-19
lot_00281,LOT-0085,not_0117,pro_0105,Część nr 85 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0085,2026-08-19
lot_00282,LOT-0090,not_0117,pro_0105,Część nr 90 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0090,2026-08-19
lot_00283,LOT-0098,not_0117,pro_0105,Część nr 98 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0098,2026-08-19
lot_00284,LOT-0112,not_0117,pro_0105,Część nr 112 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0112,2026-08-19
lot_00285,LOT-0118,not_0117,pro_0105,Część nr 118 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0118,2026-08-19
lot_00286,LOT-0125,not_0117,pro_0105,Część nr 125 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0125,2026-08-19
lot_00287,LOT-0135,not_0117,pro_0105,Część nr 135 - Produkty lecznicze,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów leczniczych stosowanych w ramach programów lekowych i chemioterapii oraz poza programami w podziale na 140 Części, z dostawą do trzech lokalizacji UCK WUM: - Apteki UCK WUM CSK przy ul. Nielubowicza 5, 02-097 Warszawa - Apteki UCK WUM DSK przy ul. Żwirki i Wigury 63a, 02-091 Warszawa - Apteki UCK WUM SKDJ przy ul. Lindleya 4, 02-005 Warszawa 2. Szczegółowy opis przedmiotu zamówienia stanowi Załącznik nr 2 do SWZ - Formularz asortymentowo-cenowy (odpowiednio w zakresie Części, której dotyczy).",selec-w,,,cat_0018,src_ted_opendata,file_ted_0117,lot:LOT-0135,2026-08-19
lot_00288,LOT-0001,not_0118,pro_0004,Pakiet 161 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0118,lot:LOT-0001,2026-08-19
lot_00289,LOT-0000,not_0119,pro_0107,UREĐAJ ZA OBRADU INFEKTIVNOG OTPADA,"Predmet nabave je roba: uređaj za obradu infektivnog otpada za potrebe KBC-a Osijek uključujući isporuku uređaja, instalaciju i puštanje u punu funkciju rada uređaja, edukaciju korisnika o rukovanju i radu na uređaju u trajanju od najmanje 5 (pet) radnih dana te redovno održavanje opreme tijekom jamstvenog perioda u trajanju minimalno od 12 (dvanaest) mjeseci. Opis predmeta nabave potpuno je utvrđen u Tehničkoj specifikaciji u kojem su detaljno opisane minimalne karakteristike traženog predmeta nabave. Ponuditelji su dužni ponuditi predmet nabave sukladno zahtjevima i potrebama Naručitelja opisanih u tehničkoj specifikaciji predmeta nabave te svim ostalim uvjetima i zahtjevima navedenima u ovoj Dokumentaciji.",selec-w,222974.40,EUR,cat_0104,src_ted_opendata,file_ted_0119,lot:LOT-0000,2026-08-19
lot_00290,LOT-0001,not_0120,pro_0108,Zadanie nr 1,Ubezpieczenie mienia od wszystkich ryzyk.,selec-w,,,cat_0028,src_ted_opendata,file_ted_0120,lot:LOT-0001,2026-08-19
lot_00291,LOT-0002,not_0120,pro_0108,Zadanie nr 2,Dobrowolne ubezpieczenie odpowiedzialności cywilnej (pozamedyczne),selec-w,,,cat_0028,src_ted_opendata,file_ted_0120,lot:LOT-0002,2026-08-19
lot_00292,LOT-0003,not_0120,pro_0108,Zadanie nr 3,Obowiązkowe Ubezpieczenie OC Podmiotu Wykonującego Działalność Leczniczą oraz Dobrowolne Ubezpieczenie Odpowiedzialności Cywilnej (Medyczne Nadwyżkowe),selec-w,,,cat_0028,src_ted_opendata,file_ted_0120,lot:LOT-0003,2026-08-19
lot_00293,LOT-0004,not_0120,pro_0108,Zadanie nr 4,"Ubezpieczenia komunikacyjne (OC, AC+KR, NNW, ASS)",selec-w,,,cat_0028,src_ted_opendata,file_ted_0120,lot:LOT-0004,2026-08-19
lot_00294,LOT-0001,not_0121,pro_0109,"Zadanie nr 1 - Przewody nawojowe, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0001,2026-08-19
lot_00295,LOT-0002,not_0121,pro_0109,"Zadanie nr 2 - Przewody elektroenergetyczne do układania na stałe, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0002,2026-08-19
lot_00296,LOT-0003,not_0121,pro_0109,"Zadanie nr 3 - Kable sterownicze i sygnalizacyjne, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0003,2026-08-19
lot_00297,LOT-0005,not_0121,pro_0109,"Zadanie nr 4 - Przewody elektroenergetyczne do odbiorników ruchomych i przenośnych, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0005,2026-08-19
